# Undirected graph (each unordered pair of nodes is saved once): graphs/2017-5comments-1000CommentCap--_without_trolls.txt
# Nodes: 1067467 Edges: 87
# NodeId	NodeId
69	2557
69	9860
69	76627
69	117558
184	2557
184	7931
184	8845
184	9860
184	65175
184	65726
184	70029
184	101220
214	76627
215	1431
215	9860
215	65175
215	70029
215	78596
612	6418
1431	4856
1431	6418
1431	29840
1431	65726
1431	68960
1431	78596
1431	81034
1431	101220
2557	7931
2557	65175
2557	70029
2557	188617
2557	317307
4856	6418
4856	9860
4856	67350
4856	68960
4856	78596
4856	81034
6418	9860
6418	26264
6418	29840
6418	76627
6418	78596
6418	98543
6488	26496
6488	98543
6488	940404
6804	26496
7931	8845
7931	9860
7931	70029
7931	188617
8845	26496
8845	65175
8845	70029
8845	940404
9860	101220
9860	111687
9860	255681
17512	67350
29840	65726
29840	101220
57460	940404
65175	65726
65175	70029
65726	70029
65726	101220
65726	112689
65726	129293
65726	255681
67350	98543
67350	101220
67350	117558
67350	940404
68960	78596
68960	81034
70029	188617
76627	98543
76627	117558
76627	705175
78596	81034
98543	117558
111687	940404
112689	129293
112689	255681
117558	705175
129293	255681
